file_name,fine_labels,coarse_labels,fine_label_names,coarse_label_names,image_height,image_width,image_channel,min_pixel,max_pixel
tractor_s_000104.png,89,19,tractor,vehicles_2,32,32,3,15,246
hamster_s_001554.png,36,16,hamster,small_mammals,32,32,3,0,248
caterpillar_s_001005.png,18,7,caterpillar,insects,32,32,3,2,233
bulldozer_s_000433.png,89,19,tractor,vehicles_2,32,32,3,0,249
man_s_000841.png,46,14,man,people,32,32,3,1,195
woods_s_000031.png,33,10,forest,large_natural_outdoor_scenes,32,32,3,8,232
leopard_s_000033.png,42,8,leopard,large_carnivores,32,32,3,4,198
keyboard_s_000092.png,39,5,keyboard,household_electrical_devices,32,32,3,5,236
possum_s_000413.png,64,12,possum,medium_mammals,32,32,3,0,251
skunk_s_000825.png,75,12,skunk,medium_mammals,32,32,3,0,251
kangaroo_s_002457.png,38,11,kangaroo,large_omnivores_and_herbivores,32,32,3,0,255
cirrocumulus_s_001397.png,23,10,cloud,large_natural_outdoor_scenes,32,32,3,7,254
panthera_pardus_s_000593.png,42,8,leopard,large_carnivores,32,32,3,0,225
raccoon_s_002740.png,66,12,raccoon,medium_mammals,32,32,3,13,227
garden_snail_s_000513.png,77,13,snail,non-insect_invertebrates,32,32,3,0,255
mount_s_000051.png,49,10,mountain,large_natural_outdoor_scenes,32,32,3,0,255
caterpillar_s_000450.png,18,7,caterpillar,insects,32,32,3,9,249
man_s_000737.png,46,14,man,people,32,32,3,18,244
camel_s_000876.png,15,11,camel,large_omnivores_and_herbivores,32,32,3,1,255
girl_s_001964.png,35,14,girl,people,32,32,3,0,236
minuteman_s_000073.png,69,19,rocket,vehicles_2,32,32,3,0,255
fin_whale_s_000110.png,95,0,whale,aquatic_mammals,32,32,3,21,244
sweet_pepper_s_000921.png,83,4,sweet_pepper,fruit_and_vegetables,32,32,3,0,255
manual-skunk007.png,75,12,skunk,medium_mammals,32,32,3,1,253
nematode_s_000034.png,99,13,worm,non-insect_invertebrates,32,32,3,0,206
shark_s_002026.png,73,1,shark,fish,32,32,3,1,253
marine_turtle_s_000339.png,93,15,turtle,reptiles,32,32,3,0,249
river_otter_s_000028.png,55,0,otter,aquatic_mammals,32,32,3,11,217
computer_keyboard_s_000598.png,39,5,keyboard,household_electrical_devices,32,32,3,26,249
castor_fiber_s_000167.png,4,0,beaver,aquatic_mammals,32,32,3,20,248
timber_wolf_s_000489.png,97,8,wolf,large_carnivores,32,32,3,1,255
dessert_plate_s_000192.png,61,3,plate,food_containers,32,32,3,78,255
turtle_s_000005.png,93,15,turtle,reptiles,32,32,3,0,240
mushroom_s_001005.png,51,4,mushroom,fruit_and_vegetables,32,32,3,0,255
icbm_s_000392.png,69,19,rocket,vehicles_2,32,32,3,0,255
wine_palm_s_000123.png,56,17,palm_tree,trees,32,32,3,9,253
breakfast_table_s_000153.png,84,6,table,household_furniture,32,32,3,1,246
pinon_pine_s_001228.png,59,17,pine_tree,trees,32,32,3,3,251
didelphis_virginiana_s_000042.png,64,12,possum,medium_mammals,32,32,3,20,251
armoire_s_000081.png,94,6,wardrobe,household_furniture,32,32,3,15,232
beaver_s_001511.png,4,0,beaver,aquatic_mammals,32,32,3,0,238
boy_s_000081.png,11,14,boy,people,32,32,3,2,253
forest_s_001481.png,33,10,forest,large_natural_outdoor_scenes,32,32,3,7,238
route_s_002291.png,68,9,road,large_man-made_outdoor_things,32,32,3,11,205
kangaroo_s_001956.png,38,11,kangaroo,large_omnivores_and_herbivores,32,32,3,6,255
chaise_s_001222.png,20,6,chair,household_furniture,32,32,3,11,253
forest_s_000144.png,33,10,forest,large_natural_outdoor_scenes,32,32,3,20,223
fox_s_001040.png,34,12,fox,medium_mammals,32,32,3,21,222
flatfish_s_000465.png,32,1,flatfish,fish,32,32,3,47,176
man_s_000985.png,46,14,man,people,32,32,3,10,251
bitter_orange_s_000905.png,53,4,orange,fruit_and_vegetables,32,32,3,0,255
tiger_s_001271.png,88,8,tiger,large_carnivores,32,32,3,17,254
eagle_ray_s_000171.png,67,1,ray,fish,32,32,3,6,248
rose_s_001917.png,70,2,rose,flowers,32,32,3,0,255
possum_s_000350.png,64,12,possum,medium_mammals,32,32,3,0,252
temple_orange_s_000014.png,53,4,orange,fruit_and_vegetables,32,32,3,4,252
opossum_s_000065.png,64,12,possum,medium_mammals,32,32,3,33,255
cycle_s_002598.png,8,18,bicycle,vehicles_1,32,32,3,45,213
salix_alba_s_000332.png,96,17,willow_tree,trees,32,32,3,0,242
television_system_s_001769.png,87,5,television,household_electrical_devices,32,32,3,13,255
dolphin_s_000421.png,30,0,dolphin,aquatic_mammals,32,32,3,13,254
lounge_chair_s_001124.png,20,6,chair,household_furniture,32,32,3,27,240
atlantic_bottlenose_dolphin_s_000021.png,30,0,dolphin,aquatic_mammals,32,32,3,0,245
raccoon_s_001121.png,66,12,raccoon,medium_mammals,32,32,3,44,205
cattle_s_000366.png,19,11,cattle,large_omnivores_and_herbivores,32,32,3,2,251
wtc_s_002253.png,76,9,skyscraper,large_man-made_outdoor_things,32,32,3,49,255
television_s_000053.png,87,5,television,household_electrical_devices,32,32,3,10,255
oak_tree_s_000106.png,52,17,oak_tree,trees,32,32,3,4,255
poppy_s_001932.png,62,2,poppy,flowers,32,32,3,0,252
missy_s_000260.png,35,14,girl,people,32,32,3,2,237
hedgehog_s_000950.png,63,12,porcupine,medium_mammals,32,32,3,1,201
discharge_lamp_s_001121.png,40,5,lamp,household_electrical_devices,32,32,3,35,255
castor_canadensis_s_000795.png,4,0,beaver,aquatic_mammals,32,32,3,49,225
worm_s_001047.png,99,13,worm,non-insect_invertebrates,32,32,3,7,235
hedgehog_s_000483.png,63,12,porcupine,medium_mammals,32,32,3,3,191
masked_shrew_s_000089.png,74,16,shrew,small_mammals,32,32,3,0,214
sour_orange_s_001216.png,53,4,orange,fruit_and_vegetables,32,32,3,0,252
crab_s_001407.png,26,13,crab,non-insect_invertebrates,32,32,3,0,255
whale_s_000867.png,95,0,whale,aquatic_mammals,32,32,3,3,255
minibike_s_000824.png,48,18,motorcycle,vehicles_1,32,32,3,0,255
nile_crocodile_s_001013.png,27,15,crocodile,reptiles,32,32,3,37,181
forest_s_001851.png,33,10,forest,large_natural_outdoor_scenes,32,32,3,31,226
dinosaur_s_002033.png,29,15,dinosaur,reptiles,32,32,3,20,249
keyboard_s_001222.png,39,5,keyboard,household_electrical_devices,32,32,3,2,234
argiope_aurantia_s_000308.png,79,13,spider,non-insect_invertebrates,32,32,3,12,185
flounder_s_001779.png,32,1,flatfish,fish,32,32,3,2,251
adam_s_002034.png,46,14,man,people,32,32,3,0,229
common_opossum_s_000023.png,64,12,possum,medium_mammals,32,32,3,0,255
chalice_s_001706.png,28,3,cup,food_containers,32,32,3,49,244
tank_s_000640.png,85,19,tank,vehicles_2,32,32,3,53,255
plaice_s_000550.png,32,1,flatfish,fish,32,32,3,26,172
sunflower_s_000444.png,82,2,sunflower,flowers,32,32,3,4,251
snake_s_000451.png,78,15,snake,reptiles,32,32,3,5,240
keyboard_s_000055.png,39,5,keyboard,household_electrical_devices,32,32,3,13,246
orchid_s_000878.png,54,2,orchid,flowers,32,32,3,4,206
cup_s_001227.png,28,3,cup,food_containers,32,32,3,0,255
raccoon_s_002187.png,66,12,raccoon,medium_mammals,32,32,3,5,201
rabbit_s_001952.png,65,16,rabbit,small_mammals,32,32,3,35,199
seal_s_001343.png,72,0,seal,aquatic_mammals,32,32,3,49,240
chimp_s_002067.png,21,11,chimpanzee,large_omnivores_and_herbivores,32,32,3,6,244
opossum_s_001219.png,64,12,possum,medium_mammals,32,32,3,1,255
poppy_s_001961.png,62,2,poppy,flowers,32,32,3,1,255
seal_s_000038.png,72,0,seal,aquatic_mammals,32,32,3,0,239
macoun_s_000065.png,0,4,apple,fruit_and_vegetables,32,32,3,18,249
banded_gecko_s_000650.png,44,15,lizard,reptiles,32,32,3,2,235
beetle_s_000229.png,7,7,beetle,insects,32,32,3,0,255
footbridge_s_000052.png,12,9,bridge,large_man-made_outdoor_things,32,32,3,14,253
cattle_s_001978.png,19,11,cattle,large_omnivores_and_herbivores,32,32,3,12,255
male_child_s_000374.png,11,14,boy,people,32,32,3,38,255
elephant_s_002362.png,31,11,elephant,large_omnivores_and_herbivores,32,32,3,5,255
saucer_s_001505.png,61,3,plate,food_containers,32,32,3,10,228
spider_s_000009.png,79,13,spider,non-insect_invertebrates,32,32,3,21,233
lobster_s_000715.png,45,13,lobster,non-insect_invertebrates,32,32,3,0,255
tram_s_000475.png,81,19,streetcar,vehicles_2,32,32,3,0,255
spider_s_000773.png,79,13,spider,non-insect_invertebrates,32,32,3,26,237
black_woman_s_000982.png,98,14,woman,people,32,32,3,0,252
lion_cub_s_000553.png,43,8,lion,large_carnivores,32,32,3,18,255
man_s_000436.png,46,14,man,people,32,32,3,2,255
numbfish_s_000023.png,67,1,ray,fish,32,32,3,52,228
squirrel_s_001451.png,80,16,squirrel,small_mammals,32,32,3,33,232
divided_highway_s_001338.png,68,9,road,large_man-made_outdoor_things,32,32,3,63,228
sorex_araneus_s_000172.png,74,16,shrew,small_mammals,32,32,3,10,189
motorcycle_s_001856.png,48,18,motorcycle,vehicles_1,32,32,3,2,255
streetcar_s_001848.png,81,19,streetcar,vehicles_2,32,32,3,16,255
wardrobe_s_000359.png,94,6,wardrobe,household_furniture,32,32,3,0,210
telephone_set_s_001471.png,86,5,telephone,household_electrical_devices,32,32,3,0,243
step_rocket_s_000566.png,69,19,rocket,vehicles_2,32,32,3,116,255
keyboard_s_000991.png,39,5,keyboard,household_electrical_devices,32,32,3,0,255
shark_s_000459.png,73,1,shark,fish,32,32,3,0,255
baby_s_000449.png,2,14,baby,people,32,32,3,19,242
cain_s_000179.png,46,14,man,people,32,32,3,0,239
mount_s_000197.png,49,10,mountain,large_natural_outdoor_scenes,32,32,3,24,226
hedgehog_s_000032.png,63,12,porcupine,medium_mammals,32,32,3,4,251
panthera_leo_s_000716.png,43,8,lion,large_carnivores,32,32,3,15,248
butterfly_s_000777.png,14,7,butterfly,insects,32,32,3,41,225
alp_s_002103.png,49,10,mountain,large_natural_outdoor_scenes,32,32,3,34,231
ring_road_s_000322.png,68,9,road,large_man-made_outdoor_things,32,32,3,26,255
rabbit_s_001665.png,65,16,rabbit,small_mammals,32,32,3,10,192
lawn_mower_s_000052.png,41,19,lawn_mower,vehicles_2,32,32,3,4,255
house_s_000992.png,37,9,house,large_man-made_outdoor_things,32,32,3,32,255
lobster_s_001705.png,45,13,lobster,non-insect_invertebrates,32,32,3,32,254
hamster_s_001834.png,36,16,hamster,small_mammals,32,32,3,5,255
chimp_s_000280.png,21,11,chimpanzee,large_omnivores_and_herbivores,32,32,3,11,253
garden_snail_s_000398.png,77,13,snail,non-insect_invertebrates,32,32,3,4,250
house_s_000333.png,37,9,house,large_man-made_outdoor_things,32,32,3,4,255
keyboard_s_001475.png,39,5,keyboard,household_electrical_devices,32,32,3,74,248
bicycle_s_000537.png,8,18,bicycle,vehicles_1,32,32,3,29,222
soda_bottle_s_001739.png,9,3,bottle,food_containers,32,32,3,2,250
poppy_s_002423.png,62,2,poppy,flowers,32,32,3,0,248
telephone_set_s_000154.png,86,5,telephone,household_electrical_devices,32,32,3,0,244
computer_keyboard_s_000417.png,39,5,keyboard,household_electrical_devices,32,32,3,8,255
cattle_s_001528.png,19,11,cattle,large_omnivores_and_herbivores,32,32,3,7,252
orchid_s_001818.png,54,2,orchid,flowers,32,32,3,11,255
computer_keyboard_s_001353.png,39,5,keyboard,household_electrical_devices,32,32,3,39,255
goblet_s_000234.png,28,3,cup,food_containers,32,32,3,8,255
male_child_s_000659.png,11,14,boy,people,32,32,3,25,255
tractor_s_000753.png,89,19,tractor,vehicles_2,32,32,3,0,240
train_s_002155.png,90,18,train,vehicles_1,32,32,3,78,255
train_s_000511.png,90,18,train,vehicles_1,32,32,3,10,255
spider_s_001311.png,79,13,spider,non-insect_invertebrates,32,32,3,0,194
racoon_s_000375.png,66,12,raccoon,medium_mammals,32,32,3,5,253
tram_s_000405.png,81,19,streetcar,vehicles_2,32,32,3,32,248
chimpanzee_s_001180.png,21,11,chimpanzee,large_omnivores_and_herbivores,32,32,3,4,255
spider_s_001685.png,79,13,spider,non-insect_invertebrates,32,32,3,19,255
electric_lamp_s_000649.png,40,5,lamp,household_electrical_devices,32,32,3,19,188
ankylosaurus_s_001671.png,29,15,dinosaur,reptiles,32,32,3,7,255
clock_s_000835.png,22,5,clock,household_electrical_devices,32,32,3,42,255
school_bus_s_001438.png,13,18,bus,vehicles_1,32,32,3,7,255
sofa_s_000004.png,25,6,couch,household_furniture,32,32,3,18,255
male_child_s_000924.png,11,14,boy,people,32,32,3,20,254
macropus_giganteus_s_000175.png,38,11,kangaroo,large_omnivores_and_herbivores,32,32,3,7,236
bowl_s_001230.png,10,3,bowl,food_containers,32,32,3,0,255
salix_alba_s_000012.png,96,17,willow_tree,trees,32,32,3,1,255
orchid_s_000499.png,54,2,orchid,flowers,32,32,3,0,251
rabbit_s_000297.png,65,16,rabbit,small_mammals,32,32,3,10,255
keyboard_s_000032.png,39,5,keyboard,household_electrical_devices,32,32,3,0,255
discharge_lamp_s_000675.png,40,5,lamp,household_electrical_devices,32,32,3,0,255
leopard_s_001332.png,42,8,leopard,large_carnivores,32,32,3,0,255
moped_s_000169.png,48,18,motorcycle,vehicles_1,32,32,3,16,244
motorcycle_s_001453.png,48,18,motorcycle,vehicles_1,32,32,3,0,252
mushroom_s_001593.png,51,4,mushroom,fruit_and_vegetables,32,32,3,10,255
boy_s_002307.png,11,14,boy,people,32,32,3,5,255
cloud_s_001591.png,23,10,cloud,large_natural_outdoor_scenes,32,32,3,2,252
cloud_s_000856.png,23,10,cloud,large_natural_outdoor_scenes,32,32,3,37,200
bulldozer_s_001774.png,89,19,tractor,vehicles_2,32,32,3,3,214
shumard_oak_s_000107.png,52,17,oak_tree,trees,32,32,3,19,251
man_s_000926.png,46,14,man,people,32,32,3,2,255
infant_s_000851.png,2,14,baby,people,32,32,3,0,255
bowhead_s_001056.png,95,0,whale,aquatic_mammals,32,32,3,0,255
lion_s_001676.png,43,8,lion,large_carnivores,32,32,3,7,214
telephone_set_s_000659.png,86,5,telephone,household_electrical_devices,32,32,3,0,203
fox_s_001649.png,34,12,fox,medium_mammals,32,32,3,9,252
raccoon_s_000598.png,66,12,raccoon,medium_mammals,32,32,3,15,218
caterpillar_s_000459.png,18,7,caterpillar,insects,32,32,3,16,243
adam_s_002658.png,46,14,man,people,32,32,3,0,248
raccoon_s_001641.png,66,12,raccoon,medium_mammals,32,32,3,5,220
date_palm_s_000159.png,56,17,palm_tree,trees,32,32,3,25,255
bartlett_pear_s_000454.png,57,4,pear,fruit_and_vegetables,32,32,3,1,254
cichlid_fish_s_000335.png,1,1,aquarium_fish,fish,32,32,3,1,244
gecko_s_000199.png,44,15,lizard,reptiles,32,32,3,0,252
boy_s_001906.png,11,14,boy,people,32,32,3,0,255
sunflower_s_001373.png,82,2,sunflower,flowers,32,32,3,1,255
cirrocumulus_cloud_s_000515.png,23,10,cloud,large_natural_outdoor_scenes,32,32,3,55,195
railroad_train_s_000200.png,90,18,train,vehicles_1,32,32,3,6,248
palm_tree_s_001513.png,56,17,palm_tree,trees,32,32,3,3,220
cattle_s_000659.png,19,11,cattle,large_omnivores_and_herbivores,32,32,3,7,177
byway_s_000036.png,68,9,road,large_man-made_outdoor_things,32,32,3,24,253
raccoon_s_002225.png,66,12,raccoon,medium_mammals,32,32,3,35,245
goblet_s_000954.png,28,3,cup,food_containers,32,32,3,23,255
carassius_auratus_s_000432.png,1,1,aquarium_fish,fish,32,32,3,8,255
bosc_s_000204.png,57,4,pear,fruit_and_vegetables,32,32,3,21,255
guitarfish_s_000596.png,67,1,ray,fish,32,32,3,31,252
bed_s_001459.png,5,6,bed,household_furniture,32,32,3,0,226
bus_s_000314.png,13,18,bus,vehicles_1,32,32,3,0,255
colubrid_s_000836.png,78,15,snake,reptiles,32,32,3,12,243
bee_s_002016.png,6,7,bee,insects,32,32,3,1,253
table_s_000769.png,84,6,table,household_furniture,32,32,3,18,251
beetle_s_000181.png,7,7,beetle,insects,32,32,3,3,237
mower_s_000031.png,41,19,lawn_mower,vehicles_2,32,32,3,14,251
lapin_s_002229.png,65,16,rabbit,small_mammals,32,32,3,32,253
squirrel_s_000142.png,80,16,squirrel,small_mammals,32,32,3,15,224
drawbridge_s_001392.png,12,9,bridge,large_man-made_outdoor_things,32,32,3,0,255
mus_musculus_s_001086.png,50,16,mouse,small_mammals,32,32,3,13,255
porcupine_s_001592.png,63,12,porcupine,medium_mammals,32,32,3,19,194
dungeness_crab_s_000469.png,26,13,crab,non-insect_invertebrates,32,32,3,0,245
safety_bike_s_000482.png,8,18,bicycle,vehicles_1,32,32,3,20,255
navel_orange_s_000469.png,53,4,orange,fruit_and_vegetables,32,32,3,0,255
serengeti_s_001565.png,60,10,plain,large_natural_outdoor_scenes,32,32,3,22,255
roundworm_s_000036.png,99,13,worm,non-insect_invertebrates,32,32,3,0,242
grey_wolf_s_001623.png,97,8,wolf,large_carnivores,32,32,3,1,250
army_tank_s_000896.png,85,19,tank,vehicles_2,32,32,3,0,246
red_delicious_s_000552.png,0,4,apple,fruit_and_vegetables,32,32,3,14,243
worm_snake_s_000429.png,78,15,snake,reptiles,32,32,3,4,232
elephant_s_002874.png,31,11,elephant,large_omnivores_and_herbivores,32,32,3,8,254
bowl_s_000883.png,10,3,bowl,food_containers,32,32,3,17,255
baby_s_000255.png,2,14,baby,people,32,32,3,10,229
beetle_s_001769.png,7,7,beetle,insects,32,32,3,1,255
lion_s_000032.png,43,8,lion,large_carnivores,32,32,3,0,255
sweet_pepper_s_000638.png,83,4,sweet_pepper,fruit_and_vegetables,32,32,3,0,255
grey_wolf_s_001289.png,97,8,wolf,large_carnivores,32,32,3,0,211
trout_s_000574.png,91,1,trout,fish,32,32,3,8,237
sunflower_s_001720.png,82,2,sunflower,flowers,32,32,3,0,255
cup_s_000922.png,28,3,cup,food_containers,32,32,3,4,245
leopard_s_000559.png,42,8,leopard,large_carnivores,32,32,3,13,211
northern_spy_s_000602.png,0,4,apple,fruit_and_vegetables,32,32,3,0,255
sunflower_s_001391.png,82,2,sunflower,flowers,32,32,3,8,253
bed_s_001452.png,5,6,bed,household_furniture,32,32,3,8,255
divided_highway_s_000832.png,68,9,road,large_man-made_outdoor_things,32,32,3,4,244
plain_s_001151.png,60,10,plain,large_natural_outdoor_scenes,32,32,3,13,213
dolphin_s_001674.png,30,0,dolphin,aquatic_mammals,32,32,3,0,255
white_woman_s_000709.png,98,14,woman,people,32,32,3,0,255
sunflower_s_001846.png,82,2,sunflower,flowers,32,32,3,0,255
armchair_s_000265.png,20,6,chair,household_furniture,32,32,3,115,255
possum_s_000343.png,64,12,possum,medium_mammals,32,32,3,0,255
raccoon_s_002845.png,66,12,raccoon,medium_mammals,32,32,3,0,215
bowl_s_001218.png,10,3,bowl,food_containers,32,32,3,29,231
skunk_s_000384.png,75,12,skunk,medium_mammals,32,32,3,4,253
orchid_s_001270.png,54,2,orchid,flowers,32,32,3,2,229
bosc_s_000883.png,57,4,pear,fruit_and_vegetables,32,32,3,0,254
tv_s_002465.png,87,5,television,household_electrical_devices,32,32,3,2,234
raccoon_s_000022.png,66,12,raccoon,medium_mammals,32,32,3,22,225
raccoon_s_000090.png,66,12,raccoon,medium_mammals,32,32,3,30,235
mako_s_001445.png,73,1,shark,fish,32,32,3,0,252
butterfly_orchid_s_001188.png,54,2,orchid,flowers,32,32,3,0,255
panthera_tigris_s_000539.png,88,8,tiger,large_carnivores,32,32,3,61,251
panthera_pardus_s_000246.png,42,8,leopard,large_carnivores,32,32,3,19,241
bungalow_s_000578.png,37,9,house,large_man-made_outdoor_things,32,32,3,17,255
squirrel_s_000430.png,80,16,squirrel,small_mammals,32,32,3,18,198
tv_s_000033.png,87,5,television,household_electrical_devices,32,32,3,6,255
bear_s_002131.png,3,8,bear,large_carnivores,32,32,3,15,222
ankylosaurus_s_000716.png,29,15,dinosaur,reptiles,32,32,3,3,229
lion_s_002042.png,43,8,lion,large_carnivores,32,32,3,13,254
lift_bridge_s_000070.png,12,9,bridge,large_man-made_outdoor_things,32,32,3,19,253
shark_s_001047.png,73,1,shark,fish,32,32,3,48,254
golden_willow_s_000013.png,96,17,willow_tree,trees,32,32,3,25,245
cirrocumulus_s_001438.png,23,10,cloud,large_natural_outdoor_scenes,32,32,3,1,213
willow_tree_s_001348.png,96,17,willow_tree,trees,32,32,3,11,255
breakfast_table_s_000858.png,84,6,table,household_furniture,32,32,3,0,255
oxen_s_001941.png,19,11,cattle,large_omnivores_and_herbivores,32,32,3,7,149
poppy_s_000601.png,62,2,poppy,flowers,32,32,3,1,243
northern_spy_s_000766.png,0,4,apple,fruit_and_vegetables,32,32,3,7,239
chimpanzee_s_000577.png,21,11,chimpanzee,large_omnivores_and_herbivores,32,32,3,24,188
male_child_s_001502.png,11,14,boy,people,32,32,3,1,230
syrian_hamster_s_001413.png,36,16,hamster,small_mammals,32,32,3,22,215
opossum_s_001043.png,64,12,possum,medium_mammals,32,32,3,4,162
world_trade_center_s_001237.png,76,9,skyscraper,large_man-made_outdoor_things,32,32,3,10,255
field_s_001255.png,60,10,plain,large_natural_outdoor_scenes,32,32,3,48,254
bear_s_000044.png,3,8,bear,large_carnivores,32,32,3,0,254
squirrel_s_002376.png,80,16,squirrel,small_mammals,32,32,3,27,247
sunflower_s_001415.png,82,2,sunflower,flowers,32,32,3,0,255
argiope_aurantia_s_000726.png,79,13,spider,non-insect_invertebrates,32,32,3,15,179
stone_crab_s_001783.png,26,13,crab,non-insect_invertebrates,32,32,3,25,255
lapin_s_002654.png,65,16,rabbit,small_mammals,32,32,3,0,213
seal_s_001016.png,72,0,seal,aquatic_mammals,32,32,3,16,243
male_child_s_001512.png,11,14,boy,people,32,32,3,0,218
camelus_dromedarius_s_000230.png,15,11,camel,large_omnivores_and_herbivores,32,32,3,17,221
indian_elephant_s_000094.png,31,11,elephant,large_omnivores_and_herbivores,32,32,3,5,231
dirt_bike_s_000124.png,48,18,motorcycle,vehicles_1,32,32,3,0,242
